X0,ratio,X_final
0.9,1.3125,0.9375
0.9,1.4,0.9375
0.9,1.4874999999999998,0.9550000000000001
0.9,1.575,1.0
0.9,1.6624999999999999,1.0
0.9,1.75,1.0
0.9,1.8375,1.0
0.9,1.9249999999999998,1.0
0.9,2.0124999999999997,1.0
0.9,2.0999999999999996,1.0
0.9,2.1875,1.0
0.9,2.275,1.0
0.9,2.3625,1.0
0.9,2.4499999999999997,1.0
0.9,2.5374999999999996,1.0
0.9,2.625,1.0
0.9,2.7125,0.9450000000000001
0.9,2.8,1.0
0.9,2.8874999999999997,1.0
0.9,2.9749999999999996,1.0
0.9,3.0625,1.0
0.9,3.15,1.0
0.9,3.2375,1.0
0.9,3.3249999999999997,1.0
0.9,3.4124999999999996,1.0
0.9,3.5,1.0
0.9500000000000001,0.0,0.0
0.9500000000000001,0.0875,0.0
0.9500000000000001,0.175,0.0625
0.9500000000000001,0.26249999999999996,0.310625
0.9500000000000001,0.35,0.5622916666666666
0.9500000000000001,0.4375,0.625
0.9500000000000001,0.5249999999999999,0.7589583333333334
0.9500000000000001,0.6124999999999999,0.875
0.9500000000000001,0.7,0.75
0.9500000000000001,0.7875,0.8791666666666667
0.9500000000000001,0.875,0.875
